"Player","Injury","Game Status","Position","Week","nameConvert","played","Team"
"Johnson, Chris","fractured left tibia","Injured Reserve (DFR)","RB",14,"Chris Johnson","no","ARI"
"Leach, Mike","knee","Questionable","TE",14,"Mike Leach","no",NA
"Momah, Ifeanyi","knee","Day-to-Day","TE",14,"Ifeanyi Momah","no",NA
"Taylor, Stepfan","shoulder","Probable","RB",14,"Stepfan Taylor","yes","ARI"
"Carrier, Derek","ankle","Questionable","TE",14,"Derek Carrier","yes","WAS"
"Davis, Vernon","concussion","Questionable","TE",14,"Vernon Davis","yes","SF"
"Jackson, DeSean","strained left hamstring","Day-to-Day","WR",14,"DeSean Jackson","yes","WAS"
"Jones, Matt","sprained toe","Day-to-Day","RB",14,"Matt Jones","yes","WAS"
"Reed, Jordan","concussion","Day-to-Day","TE",14,"Jordan Reed","yes","WAS"
"Roberts, Andre","knee","Questionable","WR",14,"Andre Roberts","no","WAS"
"Thompson, Chris","shoulder","Out","RB",14,"Chris Thompson","no","WAS"
"Cutler, Jay","hamstring","Day-to-Day","QB",14,"Jay Cutler","yes","CHI"
"Jeffery, Alshon","calf","Day-to-Day","WR",14,"Alshon Jeffery","yes","CHI"
"Miller, Zach","ribs","Questionable","TE",14,"Zach Miller","yes","CHI"
"Royal, Eddie","knee","Questionable","WR",14,"Eddie Royal","yes","CHI"
"White, Kevin","leg stress fracture","Day-to-Day","WR",14,"Kevin White","no",NA
"Wilson, Marquess","foot","Out","WR",14,"Marquess Wilson","no","CHI"
"Bell, Le'Veon","right knee","Day-to-Day","RB",14,"Le'Veon Bell","no","PIT"
"Coates, Sammie","illness","Probable","WR",14,"Sammie Coates","no","PIT"
"Green, Ladarius","concussion","Day-to-Day","TE",14,"Ladarius Green","yes","SD"
"Miller, Heath","rib","Probable","TE",14,"Heath Miller","yes","PIT"
"Roethlisberger, Ben","concussion","Day-to-Day","QB",14,"Ben Roethlisberger","yes","PIT"
"Spaeth, Matt","knee","Probable","TE",14,"Matt Spaeth","no","PIT"
"Suisham, Shaun","torn left ACL","Day-to-Day","K",14,"Shaun Suisham","no",NA
"Alford, Mario","not injury related","Questionable","WR",14,"Mario Alford","no","CIN"
"Dalton, Andy","right thumb","Day-to-Day","QB",14,"Andy Dalton","yes","CIN"
"Eifert, Tyler","neck","Probable","TE",14,"Tyler Eifert","yes","CIN"
"Fisher, Jake","concussion","Doubtful","TE",14,"Jake Fisher","no",NA
"Hewitt, Ryan","knee","Probable","TE",14,"Ryan Hewitt","yes","CIN"
"Hocker, Zach","thigh","Probable","K",14,"Zach Hocker","no","NO"
"Boldin, Anquan","hamstring","Probable","WR",14,"Anquan Boldin","yes","SF"
"Gaskins, Kendall","hamstring","Probable","RB",14,"Kendall Gaskins","no","SF"
"Hyde, Carlos","foot","Out","RB",14,"Carlos Hyde","no","SF"
"McDonald, Vance","concussion","Out","TE",14,"Vance McDonald","no","SF"
"Smith, Torrey","back, toe","Questionable","WR",14,"Torrey Smith","yes","SF"
"Barnidge, Gary","ankle","Questionable","TE",14,"Gary Barnidge","yes","CLE"
"Gabriel, Taylor","concussion","Questionable","WR",14,"Taylor Gabriel","no","CLE"
"Griffin III, Robert","concussion","Day-to-Day","QB",14,"Robert Griffin III","no",NA
"Hartline, Brian","hip","Questionable","WR",14,"Brian Hartline","yes","CLE"
"Hawkins, Andrew","concussion","Out","WR",14,"Andrew Hawkins","no","CLE"
"Manziel, Johnny","right elbow","Probable","QB",14,"Johnny Manziel","yes","CLE"
"Moore, Marlon","ribs","Questionable","WR",14,"Marlon Moore","yes","CLE"
"Shaw, Connor","right thumb surgery","Day-to-Day","QB",14,"Connor Shaw","no",NA
"Allen, Dwayne","ankle","Day-to-Day","TE",14,"Dwayne Allen","yes","IND"
"Dorsett, Phillip","ankle","Probable","WR",14,"Phillip Dorsett","no","IND"
"Hasselbeck, Matt","neck, back","Probable","QB",14,"Matt Hasselbeck","yes","IND"
"Herron, Daniel","shoulder","Day-to-Day","RB",14,"Daniel Herron","no",NA
"Hilton, T.Y.","bruised knee","Day-to-Day","WR",14,"T.Y. Hilton","yes","IND"
"Luck, Andrew","abdomen, kidney","Out","QB",14,"Andrew Luck","no","IND"
"Greene, Rashad","right thumb surgery","Injured Reserve (DFR)","WR",14,"Rashad Greene","yes","JAX"
"Hurns, Allen","thigh","Probable","WR",14,"Allen Hurns","yes","JAX"
"Ivory, Chris","groin","Day-to-Day","RB",14,"Chris Ivory","yes","NYJ"
"Jacobs, Nic","hamstring","Questionable","TE",14,"Nic Jacobs","no","JAX"
"Lee, Marqise","hamstring","Day-to-Day","WR",14,"Marqise Lee","yes","JAX"
"Robinson, Allen","leg","Day-to-Day","WR",14,"Allen Robinson","yes","JAX"
"Robinson, Denard","left knee","Day-to-Day","RB",14,"Denard Robinson","yes","JAX"
"Thomas, Julius","left index finger","Day-to-Day","TE",14,"Julius Thomas","yes","JAX"
"Walters, Bryan","back","Questionable","WR",14,"Bryan Walters","no","JAX"
"Yeldon, T.J.","groin","Probable","RB",14,"T.J. Yeldon","yes","JAX"
"Cobb, David","calf","Injured Reserve (DFR)","RB",14,"David Cobb","yes","TEN"
"Fasano, Anthony","shoulder","Probable","TE",14,"Anthony Fasano","no","TEN"
"Mariota, Marcus","knee","Day-to-Day","QB",14,"Marcus Mariota","yes","TEN"
"McBride, Tre","abdomen","Questionable","WR",14,"Tre McBride","no","TEN"
"McCluster, Dexter","knee","Probable","RB",14,"Dexter McCluster","yes","TEN"
"Murray, DeMarco","hamstring","Day-to-Day","RB",14,"DeMarco Murray","yes","PHI"
"Walker, Delanie","hand","Day-to-Day","TE",14,"Delanie Walker","yes","TEN"
"Wright, Kendall","ribs","Out","WR",14,"Kendall Wright","no","TEN"
"Amaro, Jace","torn labrum","Day-to-Day","TE",14,"Jace Amaro","no",NA
"Davis, Kellen","hand","Probable","TE",14,"Kellen Davis","no","NYJ"
"Decker, Eric","knee","Probable","WR",14,"Eric Decker","yes","NYJ"
"Fitzpatrick, Ryan","left thumb","Probable","QB",14,"Ryan Fitzpatrick","yes","NYJ"
"Forte, Matt","right knee","Day-to-Day","RB",14,"Matt Forte","yes","CHI"
"Marshall, Brandon","ribs, ankle","Probable","WR",14,"Brandon Marshall","yes","NYJ"
"Powell, Bilal","ankle","Day-to-Day","RB",14,"Bilal Powell","yes","NYJ"
"Smith, Geno","broken jaw","Day-to-Day","QB",14,"Geno Smith","no","NYJ"
"Clay, Charles","knee","Probable","TE",14,"Charles Clay","yes","BUF"
"McCoy, LeSean","hamstring","Day-to-Day","RB",14,"LeSean McCoy","yes","BUF"
"Watkins, Sammy","ankle","Day-to-Day","WR",14,"Sammy Watkins","yes","BUF"
"Williams, Karlos","shoulder","Out","RB",14,"Karlos Williams","no","BUF"
"Barner, Kenjon","ankle","Probable","RB",14,"Kenjon Barner","no","PHI"
"Bradford, Sam","left shoulder","Probable","QB",14,"Sam Bradford","yes","PHI"
"Ertz, Zach","hip","Probable","TE",14,"Zach Ertz","yes","PHI"
"Mathews, Ryan","concussion, groin","Probable","RB",14,"Ryan Mathews","yes","PHI"
"Matthews, Jordan","back","Questionable","WR",14,"Jordan Matthews","yes","PHI"
"Randle, Rueben","hamstring","Day-to-Day","WR",14,"Rueben Randle","yes","NYG"
"Bell, Joique","ankle","Day-to-Day","RB",14,"Joique Bell","yes","DET"
"Ebron, Eric","knee","Day-to-Day","TE",14,"Eric Ebron","yes","DET"
"Johnson, Calvin","ankle","Questionable","WR",14,"Calvin Johnson","yes","DET"
"Kerley, Jeremy","illness","Probable","WR",14,"Jeremy Kerley","no","NYJ"
"Moore, Lance","ankle","Questionable","WR",14,"Lance Moore","no","DET"
"Stafford, Matthew","left hand","Day-to-Day","QB",14,"Matthew Stafford","yes","DET"
"Gurley, Todd","knee","Day-to-Day","RB",14,"Todd Gurley","yes","STL"
"Keenum, Case","concussion","Probable","QB",14,"Case Keenum","yes","STL"
"Kendricks, Lance","concussion","Probable","TE",14,"Lance Kendricks","no","STL"
"Mason, Tre","hamstring","Day-to-Day","RB",14,"Tre Mason","yes","STL"
"Welker, Wes","calf","Probable","WR",14,"Wes Welker","yes","STL"
"Zuerlein, Greg","hip","Probable","K",14,"Greg Zuerlein","yes","STL"
"Brees, Drew","right shoulder","Day-to-Day","QB",14,"Drew Brees","yes","NO"
"Colston, Marques","not injury related","Probable","WR",14,"Marques Colston","yes","NO"
"Cooks, Brandin","concussion","Probable","WR",14,"Brandin Cooks","yes","NO"
"Snead, Willie","calf","Probable","WR",14,"Willie Snead","yes","NO"
"Evans, Mike","hamstring","Day-to-Day","WR",14,"Mike Evans","yes","TB"
"Jackson, Vincent","knee","Probable","WR",14,"Vincent Jackson","yes","TB"
"Seferian-Jenkins, Austin","shoulder","Day-to-Day","TE",14,"Austin Seferian-Jenkins","yes","TB"
"Benjamin, Travis","shoulder","Questionable","WR",14,"Travis Benjamin","yes","CLE"
"Floyd, Malcom","shoulder","Day-to-Day","WR",14,"Malcom Floyd","yes","SD"
"Inman, Dontrelle","neck","Out","WR",14,"Dontrelle Inman","no","SD"
"Johnson, Stevie","groin","Out","WR",14,"Stevie Johnson","no",NA
"Rivers, Philip","foot","Probable","QB",14,"Philip Rivers","yes","SD"
"Kelce, Travis","groin","Probable","TE",14,"Travis Kelce","yes","KC"
"Maclin, Jeremy","concussion","Day-to-Day","WR",14,"Jeremy Maclin","yes","KC"
"Thomas, De'Anthony","concussion","Out","WR",14,"De'Anthony Thomas","no","KC"
"West, Charcandrick","hamstring","Day-to-Day","RB",14,"Charcandrick West","yes","KC"
"Bryant, Matt","right quadriceps","Out","K",14,"Matt Bryant","no","ATL"
"Coleman, Tevin","hamstring","Day-to-Day","RB",14,"Tevin Coleman","yes","ATL"
"Freeman, Devonta","concussion","Day-to-Day","RB",14,"Devonta Freeman","yes","ATL"
"Hester, Devin","toe","Probable","WR",14,"Devin Hester","no",NA
"Moeaki, Tony","hamstring","Probable","TE",14,"Tony Moeaki","no","ATL"
"Schaub, Matt","chest","Questionable","QB",14,"Matt Schaub","no","BAL"
"Tamme, Jacob","shoulder","Probable","TE",14,"Jacob Tamme","yes","ATL"
"Benjamin, Kelvin","torn left ACL","Day-to-Day","WR",14,"Kelvin Benjamin","no",NA
"Bersin, Brenton","groin","Doubtful","WR",14,"Brenton Bersin","no","CAR"
"Cotchery, Jerricho","not injury related","Probable","WR",14,"Jerricho Cotchery","yes","CAR"
"Ginn Jr., Ted","not injury related","Probable","WR",14,"Ted Ginn Jr.","yes","CAR"
"Olsen, Greg","not injury related","Probable","TE",14,"Greg Olsen","yes","CAR"
"Stewart, Jonathan","not injury related","Probable","RB",14,"Jonathan Stewart","yes","CAR"
"Lynch, Marshawn","abdomen","Out","RB",14,"Marshawn Lynch","no","SEA"
"Rawls, Thomas","broken ankle","Day-to-Day","RB",14,"Thomas Rawls","yes","SEA"
"Brown, Marlon","back","Doubtful","WR",14,"Marlon Brown","no","BAL"
"Campanaro, Michael","back","Day-to-Day","WR",14,"Michael Campanaro","no","BAL"
"Flacco, Joe","torn left ACL, MCL","Day-to-Day","QB",14,"Joe Flacco","no","BAL"
"Forsett, Justin","broken right arm","Day-to-Day","RB",14,"Justin Forsett","no","BAL"
"Gillmore, Crockett","back","Doubtful","TE",14,"Crockett Gillmore","no","BAL"
"Matthews, Chris","shoulder","Day-to-Day","WR",14,"Chris Matthews","yes","SEA"
"Pitta, Dennis","hip","Day-to-Day","TE",14,"Dennis Pitta","no",NA
"Smith Sr., Steve","torn right Achilles tendon","Day-to-Day","WR",14,"Steve Smith Sr.","no",NA
"Wallace, Mike","knee","Day-to-Day","WR",14,"Mike Wallace","yes","MIN"
"Williams, Maxx","concussion","Probable","TE",14,"Maxx Williams","no","BAL"
"Cooper, Amari","foot","Probable","WR",14,"Amari Cooper","no","OAK"
"Jones, Taiwan","knee","Questionable","RB",14,"Taiwan Jones","yes","OAK"
"Anderson, C.J.","ankle","Questionable","RB",14,"C.J. Anderson","no","DEN"
"Caldwell, Andre","quadriceps","Questionable","WR",14,"Andre Caldwell","no","DEN"
"Daniels, Owen","knee","Probable","TE",14,"Owen Daniels","yes","DEN"
"Fowler, Bennie","ankle","Questionable","WR",14,"Bennie Fowler","yes","DEN"
"Hillman, Ronnie","foot","Questionable","RB",14,"Ronnie Hillman","yes","DEN"
"Manning, Peyton","foot","Out","QB",14,"Peyton Manning","no","DEN"
"Sanders, Emmanuel","ankle, finger","Probable","WR",14,"Emmanuel Sanders","yes","DEN"
"Bryant, Dez","foot, knee","Probable","WR",14,"Dez Bryant","yes","DAL"
"Romo, Tony","left shoulder","Out","QB",14,"Tony Romo","no","DAL"
"Adams, Davante","ankle","Day-to-Day","WR",14,"Davante Adams","yes","GB"
"Lacy, Eddie","groin","Day-to-Day","RB",14,"Eddie Lacy","yes","GB"
"Montgomery, Ty","ankle","Questionable","WR",14,"Ty Montgomery","no","GB"
"Nelson, Jordy","torn right ACL","Day-to-Day","WR",14,"Jordy Nelson","no",NA
"Quarless, Andrew","sprained MCL","Injured Reserve (DFR)","TE",14,"Andrew Quarless","no","GB"
"Amendola, Danny","knee","Questionable","WR",14,"Danny Amendola","yes","NE"
"Chandler, Scott","knee","Questionable","TE",14,"Scott Chandler","no","NE"
"Edelman, Julian","foot","Out","WR",14,"Julian Edelman","no","NE"
"Gronkowski, Rob","knee","Questionable","TE",14,"Rob Gronkowski","yes","NE"
"Hogan, Chris","knee","Probable","WR",14,"Chris Hogan","yes","BUF"
"Slater, Matthew","stinger","Questionable","WR",14,"Matthew Slater","no",NA
"Williams, Michael","knee","Probable","TE",14,"Michael Williams","no","NE"
"Blue, Alfred","back","Probable","RB",14,"Alfred Blue","no","HOU"
"Foster, Arian","torn right Achilles","Day-to-Day","RB",14,"Arian Foster","no","HOU"
"Griffin, Ryan","sprained MCL","Injured Reserve (DFR)","TE",14,"Ryan Griffin","yes","HOU"
"Hopkins, DeAndre","hamstring","Probable","WR",14,"DeAndre Hopkins","yes","HOU"
"Miller, Lamar","ankle","Day-to-Day","RB",14,"Lamar Miller","yes","MIA"
"Polk, Chris","knee","Probable","RB",14,"Chris Polk","yes","HOU"
"Shorts III, Cecil","hamstring","Probable","WR",14,"Cecil Shorts III","no",NA
"Beckham Jr., Odell","hamstring","Day-to-Day","WR",14,"Odell Beckham Jr.","yes","NYG"
"Ajayi, Jay","cracked rib","Day-to-Day","RB",14,"Jay Ajayi","yes","MIA"
"Cameron, Jordan","groin","Day-to-Day","TE",14,"Jordan Cameron","yes","MIA"
"Landry, Jarvis","knee","Probable","WR",14,"Jarvis Landry","yes","MIA"
"Stills, Kenny","ankle","Probable","WR",14,"Kenny Stills","yes","MIA"
"Williams, Brandon","foot","Out","TE",14,"Brandon Williams","no",NA
"Evans, Mike","hamstring","Day-to-Day","WR",15,"Mike Evans","yes","TB"
"Jackson, Vincent","knee","Out","WR",15,"Vincent Jackson","no","TB"
"Seferian-Jenkins, Austin","shoulder","Day-to-Day","TE",15,"Austin Seferian-Jenkins","yes","TB"
"Britt, Kenny","shoulder","Probable","WR",15,"Kenny Britt","yes","STL"
"Gurley, Todd","not injury related","Probable","RB",15,"Todd Gurley","yes","STL"
"Keenum, Case","Concussion","Day-to-Day","QB",15,"Case Keenum","yes","STL"
"Mason, Tre","hamstring","Day-to-Day","RB",15,"Tre Mason","yes","STL"
"Amaro, Jace","torn labrum","Day-to-Day","TE",15,"Jace Amaro","no",NA
"Davis, Kellen","wrist","Probable","TE",15,"Kellen Davis","yes","NYJ"
"Decker, Eric","knee","Probable","WR",15,"Eric Decker","yes","NYJ"
"Fitzpatrick, Ryan","left thumb","Probable","QB",15,"Ryan Fitzpatrick","yes","NYJ"
"Forte, Matt","right knee","Day-to-Day","RB",15,"Matt Forte","yes","CHI"
"Marshall, Brandon","ankle","Probable","WR",15,"Brandon Marshall","yes","NYJ"
"Powell, Bilal","ankle","Day-to-Day","RB",15,"Bilal Powell","yes","NYJ"
"Smith, Geno","broken jaw","Day-to-Day","QB",15,"Geno Smith","no","NYJ"
"Bryant, Dez","foot","Probable","WR",15,"Dez Bryant","yes","DAL"
"Romo, Tony","shoulder","Out","QB",15,"Tony Romo","no","DAL"
"Kelce, Travis","groin, quadriceps","Probable","TE",15,"Travis Kelce","yes","KC"
"Maclin, Jeremy","concussion","Day-to-Day","WR",15,"Jeremy Maclin","yes","KC"
"Thomas, De'Anthony","concussion","Out","WR",15,"De'Anthony Thomas","no","KC"
"Ware, Spencer","rib","Questionable","RB",15,"Spencer Ware","no","KC"
"West, Charcandrick","hamstring","Day-to-Day","RB",15,"Charcandrick West","yes","KC"
"Brown, Marlon","back","Doubtful","WR",15,"Marlon Brown","no","BAL"
"Campanaro, Michael","back","Day-to-Day","WR",15,"Michael Campanaro","no","BAL"
"Flacco, Joe","torn left ACL, MCL","Day-to-Day","QB",15,"Joe Flacco","no","BAL"
"Forsett, Justin","broken right arm","Day-to-Day","RB",15,"Justin Forsett","no","BAL"
"Gillmore, Crockett","back","Out","TE",15,"Crockett Gillmore","no","BAL"
"Matthews, Chris","shoulder","Day-to-Day","WR",15,"Chris Matthews","yes","SEA"
"Pitta, Dennis","hip","Day-to-Day","TE",15,"Dennis Pitta","no",NA
"Smith Sr., Steve","torn right Achilles tendon","Day-to-Day","WR",15,"Steve Smith Sr.","no",NA
"Wallace, Mike","knee","Day-to-Day","WR",15,"Mike Wallace","yes","MIN"
"West, Terrance","calf","Questionable","RB",15,"Terrance West","yes","TEN"
"Blue, Alfred","back","Probable","RB",15,"Alfred Blue","yes","HOU"
"Foster, Arian","torn right Achilles","Day-to-Day","RB",15,"Arian Foster","no","HOU"
"Griffin, Ryan","ankle","Probable","TE",15,"Ryan Griffin","yes","HOU"
"Hoyer, Brian","concussion","Out","QB",15,"Brian Hoyer","no","HOU"
"Miller, Lamar","ankle","Probable","RB",15,"Lamar Miller","yes","MIA"
"Polk, Chris","knee","Probable","RB",15,"Chris Polk","yes","HOU"
"Shorts III, Cecil","groin","Day-to-Day","WR",15,"Cecil Shorts III","no",NA
"Allen, Dwayne","ankle","Day-to-Day","TE",15,"Dwayne Allen","yes","IND"
"Doyle, Jack","toe","Probable","TE",15,"Jack Doyle","no","IND"
"Hasselbeck, Matt","back, ribs","Probable","QB",15,"Matt Hasselbeck","yes","IND"
"Herron, Daniel","shoulder","Day-to-Day","RB",15,"Daniel Herron","no",NA
"Hilton, T.Y.","bruised knee","Day-to-Day","WR",15,"T.Y. Hilton","yes","IND"
"Luck, Andrew","abdomen, kidney","Out","QB",15,"Andrew Luck","no","IND"
"Moncrief, Donte","toe","Questionable","WR",15,"Donte Moncrief","yes","IND"
"Coleman, Tevin","hamstring","Day-to-Day","RB",15,"Tevin Coleman","yes","ATL"
"Freeman, Devonta","concussion","Day-to-Day","RB",15,"Devonta Freeman","yes","ATL"
"Hester, Devin","toe","Probable","WR",15,"Devin Hester","no",NA
"Schaub, Matt","chest","Probable","QB",15,"Matt Schaub","no","BAL"
"Tamme, Jacob","back","Probable","TE",15,"Jacob Tamme","no","ATL"
"Greene, Rashad","right thumb surgery","Injured Reserve (DFR)","WR",15,"Rashad Greene","yes","JAX"
"Hurns, Allen","thigh","Probable","WR",15,"Allen Hurns","yes","JAX"
"Ivory, Chris","groin","Day-to-Day","RB",15,"Chris Ivory","yes","NYJ"
"Jacobs, Nic","hamstring","Questionable","TE",15,"Nic Jacobs","no","JAX"
"Lee, Marqise","hamstring","Day-to-Day","WR",15,"Marqise Lee","yes","JAX"
"Robinson, Allen","leg","Day-to-Day","WR",15,"Allen Robinson","yes","JAX"
"Robinson, Denard","left knee","Day-to-Day","RB",15,"Denard Robinson","yes","JAX"
"Thomas, Julius","left index finger","Day-to-Day","TE",15,"Julius Thomas","yes","JAX"
"Walters, Bryan","back","Questionable","WR",15,"Bryan Walters","no","JAX"
"Yeldon, T.J.","knee","Day-to-Day","RB",15,"T.J. Yeldon","no","JAX"
"Cutler, Jay","hamstring","Day-to-Day","QB",15,"Jay Cutler","yes","CHI"
"Jeffery, Alshon","illness, calf","Questionable","WR",15,"Alshon Jeffery","yes","CHI"
"Miller, Zach","illness, ribs","Questionable","TE",15,"Zach Miller","yes","CHI"
"Royal, Eddie","knee","Day-to-Day","WR",15,"Eddie Royal","yes","CHI"
"White, Kevin","leg stress fracture","Day-to-Day","WR",15,"Kevin White","no",NA
"Bridgewater, Teddy","concussion","Day-to-Day","QB",15,"Teddy Bridgewater","yes","MIN"
"Johnson, Charles","ankle","Out","WR",15,"Charles Johnson","no","MIN"
"Cobb, David","calf","Injured Reserve (DFR)","RB",15,"David Cobb","yes","TEN"
"Mariota, Marcus","knee","Day-to-Day","QB",15,"Marcus Mariota","yes","TEN"
"Matthews, Rishard","ribs","Questionable","WR",15,"Rishard Matthews","no","MIA"
"Murray, DeMarco","hamstring","Day-to-Day","RB",15,"DeMarco Murray","yes","PHI"
"Supernaw, Phillip","foot","Questionable","TE",15,"Phillip Supernaw","no","TEN"
"Walker, Delanie","hand","Day-to-Day","TE",15,"Delanie Walker","yes","TEN"
"Wright, Kendall","ribs","Out","WR",15,"Kendall Wright","no","TEN"
"Amendola, Danny","knee","Probable","WR",15,"Danny Amendola","yes","NE"
"Brady, Tom","illness","Questionable","QB",15,"Tom Brady","yes","NE"
"Chandler, Scott","knee","Questionable","TE",15,"Scott Chandler","no","NE"
"Edelman, Julian","foot","Doubtful","WR",15,"Julian Edelman","no","NE"
"Gronkowski, Rob","not injury related","Probable","TE",15,"Rob Gronkowski","yes","NE"
"Slater, Matthew","stinger","Questionable","WR",15,"Matthew Slater","no",NA
"Benjamin, Kelvin","torn left ACL","Day-to-Day","WR",15,"Kelvin Benjamin","no",NA
"Bersin, Brenton","groin","Probable","WR",15,"Brenton Bersin","no","CAR"
"Cotchery, Jerricho","not injury related","Probable","WR",15,"Jerricho Cotchery","yes","CAR"
"Ginn Jr., Ted","not injury related","Probable","WR",15,"Ted Ginn Jr.","yes","CAR"
"Olsen, Greg","knee","Probable","TE",15,"Greg Olsen","yes","CAR"
"Stewart, Jonathan","foot","Out","RB",15,"Jonathan Stewart","no","CAR"
"Beckham Jr., Odell","hamstring","Day-to-Day","WR",15,"Odell Beckham Jr.","yes","NYG"
"Harris, Dwayne","shoulder","Questionable","WR",15,"Dwayne Harris","yes","NYG"
"Clay, Charles","back","Out","TE",15,"Charles Clay","no","BUF"
"Felton, Jerome","back","Probable","RB",15,"Jerome Felton","no","BUF"
"McCoy, LeSean","right knee","Day-to-Day","RB",15,"LeSean McCoy","yes","BUF"
"Watkins, Sammy","ankle","Day-to-Day","WR",15,"Sammy Watkins","yes","BUF"
"Williams, Karlos","shoulder","Questionable","RB",15,"Karlos Williams","yes","BUF"
"Woods, Robert","hip","Probable","WR",15,"Robert Woods","yes","BUF"
"Davis, Vernon","knee","Day-to-Day","TE",15,"Vernon Davis","yes","SF"
"Grant, Ryan","abdomen","Probable","WR",15,"Ryan Grant","yes","WAS"
"Jackson, DeSean","knee","Probable","WR",15,"DeSean Jackson","yes","WAS"
"Jones, Matt","sprained toe","Day-to-Day","RB",15,"Matt Jones","yes","WAS"
"Reed, Jordan","concussion","Day-to-Day","TE",15,"Jordan Reed","yes","WAS"
"Roberts, Andre","knee","Out","WR",15,"Andre Roberts","no","WAS"
"Thompson, Chris","shoulder","Questionable","RB",15,"Chris Thompson","no","WAS"
"Adams, Davante","foot","Questionable","WR",15,"Davante Adams","yes","GB"
"Lacy, Eddie","groin","Day-to-Day","RB",15,"Eddie Lacy","yes","GB"
"Montgomery, Ty","ankle","Out","WR",15,"Ty Montgomery","no","GB"
"Nelson, Jordy","torn right ACL","Day-to-Day","WR",15,"Jordy Nelson","no",NA
"Quarless, Andrew","sprained MCL","Injured Reserve (DFR)","TE",15,"Andrew Quarless","no","GB"
"Cooper, Amari","foot","Probable","WR",15,"Amari Cooper","yes","OAK"
"Jones, Taiwan","knee","Probable","RB",15,"Taiwan Jones","no","OAK"
"Coons, Travis","right groin","Questionable","K",15,"Travis Coons","yes","CLE"
"Griffin III, Robert","concussion","Day-to-Day","QB",15,"Robert Griffin III","no",NA
"Hawkins, Andrew","concussion","Out","WR",15,"Andrew Hawkins","no","CLE"
"Manziel, Johnny","right elbow","Probable","QB",15,"Johnny Manziel","yes","CLE"
"Moore, Marlon","ribs","Questionable","WR",15,"Marlon Moore","yes","CLE"
"Shaw, Connor","right thumb surgery","Day-to-Day","QB",15,"Connor Shaw","no",NA
"Winston, Glenn","concussion","Out","RB",15,"Glenn Winston","no","CLE"
"Lynch, Marshawn","abdomen","Out","RB",15,"Marshawn Lynch","no","SEA"
"McCoy, Anthony","knee, ankle","Out","TE",15,"Anthony McCoy","no",NA
"Willson, Luke","rib","Probable","TE",15,"Luke Willson","yes","SEA"
"Anderson, C.J.","ankle","Questionable","RB",15,"C.J. Anderson","yes","DEN"
"Caldwell, Andre","quadriceps","Questionable","WR",15,"Andre Caldwell","no","DEN"
"Daniels, Owen","knee","Probable","TE",15,"Owen Daniels","yes","DEN"
"Fowler, Bennie","ankle","Questionable","WR",15,"Bennie Fowler","no","DEN"
"Hillman, Ronnie","foot","Probable","RB",15,"Ronnie Hillman","yes","DEN"
"Latimer, Cody","hamstring","Probable","WR",15,"Cody Latimer","no","DEN"
"Manning, Peyton","foot","Out","QB",15,"Peyton Manning","no","DEN"
"Sanders, Emmanuel","finger","Probable","WR",15,"Emmanuel Sanders","yes","DEN"
"Thomas, Demaryius","not injury related","Probable","WR",15,"Demaryius Thomas","yes","DEN"
"Bell, Le'Veon","right knee","Day-to-Day","RB",15,"Le'Veon Bell","no","PIT"
"Green, Ladarius","ankle","Questionable","TE",15,"Ladarius Green","yes","SD"
"Miller, Heath","rib","Probable","TE",15,"Heath Miller","yes","PIT"
"Roethlisberger, Ben","concussion","Day-to-Day","QB",15,"Ben Roethlisberger","yes","PIT"
"Spaeth, Matt","knee","Probable","TE",15,"Matt Spaeth","no","PIT"
"Suisham, Shaun","torn left ACL","Day-to-Day","K",15,"Shaun Suisham","no",NA
"Williams, DeAngelo","illness","Probable","RB",15,"DeAngelo Williams","yes","PIT"
"Ajayi, Jay","cracked rib","Day-to-Day","RB",15,"Jay Ajayi","yes","MIA"
"Cameron, Jordan","groin","Day-to-Day","TE",15,"Jordan Cameron","yes","MIA"
"Landry, Jarvis","knee","Probable","WR",15,"Jarvis Landry","yes","MIA"
"Williams, Damien","back","Probable","RB",15,"Damien Williams","yes","MIA"
"Floyd, Malcom","shoulder","Day-to-Day","WR",15,"Malcom Floyd","yes","SD"
"Herndon, Javontee","shoulder","Probable","WR",15,"Javontee Herndon","yes","SD"
"Inman, Dontrelle","neck","Probable","WR",15,"Dontrelle Inman","yes","SD"
"Johnson, Stevie","groin","Doubtful","WR",15,"Stevie Johnson","no",NA
"Dalton, Andy","right thumb","Out","QB",15,"Andy Dalton","no","CIN"
"Eifert, Tyler","concussion","Out","TE",15,"Tyler Eifert","no","CIN"
"Fisher, Jake","concussion","Out","TE",15,"Jake Fisher","no",NA
"Boldin, Anquan","hamstring","Probable","WR",15,"Anquan Boldin","yes","SF"
"Draughn, Shaun","knee","Day-to-Day","RB",15,"Shaun Draughn","yes","CLE"
"Gaskins, Kendall","concussion","Probable","RB",15,"Kendall Gaskins","yes","SF"
"McDonald, Vance","concussion","Probable","TE",15,"Vance McDonald","yes","SF"
"Simpson, Jerome","finger","Probable","WR",15,"Jerome Simpson","no","SF"
"Smith, Torrey","back, toe","Questionable","WR",15,"Torrey Smith","yes","SF"
"Ellington, Andre","toe","Questionable","RB",15,"Andre Ellington","no","ARI"
"Fells, Darren","shoulder","Day-to-Day","TE",15,"Darren Fells","yes","ARI"
"Fitzgerald, Larry","ankle","Probable","WR",15,"Larry Fitzgerald","yes","ARI"
