"Player","Injury","Game Status","Position","Week","nameConvert","played","Team"
"Bush, Reggie","calf","Probable","RB",7,"Reggie Bush","yes","SF"
"Ellington, Bruce","calf","Probable","WR",7,"Bruce Ellington","no","SF"
"Hyde, Carlos","foot","Questionable","RB",7,"Carlos Hyde","yes","SF"
"McDonald, Vance","chest","Probable","TE",7,"Vance McDonald","yes","SF"
"Easley, Marcus","shoulder","Questionable","WR",7,"Marcus Easley","yes","BUF"
"Hankerson, Leonard","ribs, hamstring","Probable","WR",7,"Leonard Hankerson","no","ATL"
"Harvin, Percy","not injury related","Out","WR",7,"Percy Harvin","no","BUF"
"McCoy, LeSean","hamstring","Probable","RB",7,"LeSean McCoy","yes","BUF"
"Taylor, Tyrod","knee","Out","QB",7,"Tyrod Taylor","no","BUF"
"Watkins, Sammy","ankle","Out","WR",7,"Sammy Watkins","no","BUF"
"Williams, Karlos","concussion","Out","RB",7,"Karlos Williams","no","BUF"
"Greene, Rashad","right thumb surgery","Injured Reserve (DFR)","WR",7,"Rashad Greene","no","JAX"
"Hurns, Allen","ankle, thigh","Probable","WR",7,"Allen Hurns","yes","JAX"
"Ivory, Chris","groin","Day-to-Day","RB",7,"Chris Ivory","yes","NYJ"
"Lee, Marqise","hamstring","Out","WR",7,"Marqise Lee","no","JAX"
"Robinson, Allen","shin","Probable","WR",7,"Allen Robinson","yes","JAX"
"Robinson, Denard","left knee","Day-to-Day","RB",7,"Denard Robinson","no","JAX"
"Thomas, Julius","chest, hand","Probable","TE",7,"Julius Thomas","yes","JAX"
"Yeldon, T.J.","groin","Questionable","RB",7,"T.J. Yeldon","yes","JAX"
"Evans, Mike","hamstring","Day-to-Day","WR",7,"Mike Evans","yes","TB"
"Seferian-Jenkins, Austin","shoulder","Out","TE",7,"Austin Seferian-Jenkins","no","TB"
"Shepard, Russell","hamstring","Questionable","WR",7,"Russell Shepard","no","TB"
"Stocker, Luke","hip","Probable","TE",7,"Luke Stocker","yes","TB"
"Davis, Vernon","knee","Day-to-Day","TE",7,"Vernon Davis","yes","SF"
"Jackson, DeSean","hamstring","Out","WR",7,"DeSean Jackson","no","WAS"
"Jones, Matt","toe","Probable","RB",7,"Matt Jones","yes","WAS"
"Reed, Jordan","concussion","Questionable","TE",7,"Jordan Reed","yes","WAS"
"Roberts, Andre","thumb","Probable","WR",7,"Andre Roberts","yes","WAS"
"Thompson, Chris","back","Doubtful","RB",7,"Chris Thompson","no","WAS"
"Asiata, Matt","rib","Probable","RB",7,"Matt Asiata","yes","MIN"
"Johnson, Charles","rib","Probable","WR",7,"Charles Johnson","yes","MIN"
"Peterson, Adrian","finger","Probable","RB",7,"Adrian Peterson","yes","MIN"
"Wright, Jarius","hand","Probable","WR",7,"Jarius Wright","yes","MIN"
"Bell, Joique","ankle","Probable","RB",7,"Joique Bell","yes","DET"
"Ebron, Eric","knee","Probable","TE",7,"Eric Ebron","yes","DET"
"Johnson, Calvin","ankle","Probable","WR",7,"Calvin Johnson","yes","DET"
"Pettigrew, Brandon","knee, elbow","Out","TE",7,"Brandon Pettigrew","no","DET"
"Riddick, Theo","groin","Probable","RB",7,"Theo Riddick","yes","DET"
"Stafford, Matthew","left hand","Day-to-Day","QB",7,"Matthew Stafford","yes","DET"
"Tate, Golden","ankle","Probable","WR",7,"Golden Tate","yes","DET"
"Brees, Drew","right shoulder","Day-to-Day","QB",7,"Drew Brees","yes","NO"
"Colston, Marques","shoulder","Probable","WR",7,"Marques Colston","yes","NO"
"Allen, Dwayne","ankle","Day-to-Day","TE",7,"Dwayne Allen","yes","IND"
"Herron, Daniel","shoulder","Day-to-Day","RB",7,"Daniel Herron","no",NA
"Hilton, T.Y.","bruised knee","Day-to-Day","WR",7,"T.Y. Hilton","yes","IND"
"Luck, Andrew","shoulder","Day-to-Day","QB",7,"Andrew Luck","yes","IND"
"Green, Ladarius","concussion","Day-to-Day","TE",7,"Ladarius Green","yes","SD"
"Roethlisberger, Ben","knee","Questionable","QB",7,"Ben Roethlisberger","no","PIT"
"Spaeth, Matt","not injury related","Probable","TE",7,"Matt Spaeth","no","PIT"
"Suisham, Shaun","torn left ACL","Day-to-Day","K",7,"Shaun Suisham","no",NA
"Vick, Mike","hamstring","Out","QB",7,"Mike Vick","no",NA
"Kelce, Travis","facial laceration","Probable","TE",7,"Travis Kelce","yes","KC"
"Maclin, Jeremy","concussion","Questionable","WR",7,"Jeremy Maclin","no","KC"
"Santos, Cairo","right foot","Probable","K",7,"Cairo Santos","yes","KC"
"Smith, Alex","right thumb","Probable","QB",7,"Alex Smith","yes","KC"
"Blue, Alfred","toe","Probable","RB",7,"Alfred Blue","yes","HOU"
"Foster, Arian","groin","Probable","RB",7,"Arian Foster","yes","HOU"
"Griffin, Ryan","sprained MCL","Injured Reserve (DFR)","TE",7,"Ryan Griffin","no","HOU"
"Grimes, Jonathan","hamstring","Probable","RB",7,"Jonathan Grimes","no","HOU"
"Miller, Lamar","ankle","Day-to-Day","RB",7,"Lamar Miller","yes","MIA"
"Polk, Chris","knee","Probable","RB",7,"Chris Polk","yes","HOU"
"Shorts III, Cecil","hamstring","Out","WR",7,"Cecil Shorts III","no",NA
"Ajayi, Jay","cracked rib","Day-to-Day","RB",7,"Jay Ajayi","no","MIA"
"Cameron, Jordan","groin","Day-to-Day","TE",7,"Jordan Cameron","yes","MIA"
"Moore, Matt","nose","Probable","QB",7,"Matt Moore","yes","MIA"
"Stills, Kenny","back","Probable","WR",7,"Kenny Stills","no","MIA"
"Amaro, Jace","torn labrum","Day-to-Day","TE",7,"Jace Amaro","no",NA
"Decker, Eric","knee","Probable","WR",7,"Eric Decker","yes","NYJ"
"Fitzpatrick, Ryan","right elbow","Probable","QB",7,"Ryan Fitzpatrick","yes","NYJ"
"Marshall, Brandon","calf","Probable","WR",7,"Brandon Marshall","yes","NYJ"
"Owusu, Chris","knee","Probable","WR",7,"Chris Owusu","yes","NYJ"
"Powell, Bilal","ankle","Out","RB",7,"Bilal Powell","no","NYJ"
"Smith, Geno","broken jaw","Day-to-Day","QB",7,"Geno Smith","no","NYJ"
"Bolden, Brandon","hamstring","Questionable","RB",7,"Brandon Bolden","no","NE"
"Harbor, Clay","abdomen","Questionable","TE",7,"Clay Harbor","no","JAX"
"Lewis, Dion","abdomen","Questionable","RB",7,"Dion Lewis","no","NE"
"Martin, Keshawn","hamstring","Questionable","WR",7,"Keshawn Martin","no","NE"
"Slater, Matthew","knee","Questionable","WR",7,"Matthew Slater","no",NA
"Washington, Nate","hamstring","Probable","WR",7,"Nate Washington","yes","HOU"
"Barnidge, Gary","ankle","Probable","TE",7,"Gary Barnidge","yes","CLE"
"Griffin III, Robert","concussion","Day-to-Day","QB",7,"Robert Griffin III","no",NA
"Manziel, Johnny","right elbow","Probable","QB",7,"Johnny Manziel","yes","CLE"
"McCown, Josh","right shoulder","Day-to-Day","QB",7,"Josh McCown","yes","CLE"
"Moore, Marlon","hamstring","Questionable","WR",7,"Marlon Moore","no","CLE"
"Shaw, Connor","right thumb surgery","Day-to-Day","QB",7,"Connor Shaw","no",NA
"Austin, Tavon","thigh","Questionable","WR",7,"Tavon Austin","yes","STL"
"Gurley, Todd","knee","Day-to-Day","RB",7,"Todd Gurley","yes","STL"
"Kendricks, Lance","hand","Questionable","TE",7,"Lance Kendricks","no","STL"
"Mason, Tre","ankle","Questionable","RB",7,"Tre Mason","no","STL"
"Coleman, Tevin","hamstring","Day-to-Day","RB",7,"Tevin Coleman","yes","ATL"
"Freeman, Devonta","hamstring","Day-to-Day","RB",7,"Devonta Freeman","yes","ATL"
"Hester, Devin","toe","Injured Reserve (DFR)","WR",7,"Devin Hester","no",NA
"Tamme, Jacob","concussion","Day-to-Day","TE",7,"Jacob Tamme","yes","ATL"
"Weems, Eric","knee","Probable","WR",7,"Eric Weems","no","ATL"
"White, Roddy","foot","Probable","WR",7,"Roddy White","yes","ATL"
"Cobb, David","calf","Injured Reserve (DFR)","RB",7,"David Cobb","no","TEN"
"Douglas, Harry","ribs","Out","WR",7,"Harry Douglas","no","TEN"
"Mariota, Marcus","knee","Out","QB",7,"Marcus Mariota","no","TEN"
"McCluster, Dexter","illness","Probable","RB",7,"Dexter McCluster","yes","TEN"
"Murray, DeMarco","hamstring","Day-to-Day","RB",7,"DeMarco Murray","yes","PHI"
"Walker, Delanie","hand","Day-to-Day","TE",7,"Delanie Walker","yes","TEN"
"Jones, Taiwan","foot","Probable","RB",7,"Taiwan Jones","yes","OAK"
"Murray, Latavius","shoulder","Probable","RB",7,"Latavius Murray","yes","OAK"
"Allen, Keenan","hip","Questionable","WR",7,"Keenan Allen","yes","SD"
"Gates, Antonio","knee","Questionable","TE",7,"Antonio Gates","no","SD"
"Gordon, Melvin","ankle","Questionable","RB",7,"Melvin Gordon","yes","SD"
"Johnson, Stevie","hamstring","Questionable","WR",7,"Stevie Johnson","no",NA
"Bryant, Dez","foot","Doubtful","WR",7,"Dez Bryant","no","DAL"
"Butler, Brice","hamstring","Probable","WR",7,"Brice Butler","yes","DAL"
"Hanna, James","ankle","Questionable","TE",7,"James Hanna","yes","DAL"
"Romo, Tony","fractured left clavicle","Day-to-Day","QB",7,"Tony Romo","no","DAL"
"Beckham Jr., Odell","hamstring","Questionable","WR",7,"Odell Beckham Jr.","yes","NYG"
"Cruz, Victor","calf","Out","WR",7,"Victor Cruz","no",NA
"Agholor, Nelson","ankle","Out","WR",7,"Nelson Agholor","no","PHI"
"Cooper, Riley","knee","Questionable","WR",7,"Riley Cooper","no","PHI"
"Huff, Josh","knee","Probable","WR",7,"Josh Huff","yes","PHI"
"Randle, Rueben","hamstring","Probable","WR",7,"Rueben Randle","yes","NYG"
"Benjamin, Kelvin","torn left ACL","Day-to-Day","WR",7,"Kelvin Benjamin","no",NA
"Brockel, Richie","hamstring","Out","TE",7,"Richie Brockel","no",NA
"Cotchery, Jerricho","high ankle sprain","Day-to-Day","WR",7,"Jerricho Cotchery","yes","CAR"
"Stewart, Jonathan","leg","Day-to-Day","RB",7,"Jonathan Stewart","yes","CAR"
"Campanaro, Michael","back","Day-to-Day","WR",7,"Michael Campanaro","no","BAL"
"Gillmore, Crockett","calf","Day-to-Day","TE",7,"Crockett Gillmore","yes","BAL"
"Matthews, Chris","shoulder","Day-to-Day","WR",7,"Chris Matthews","no","SEA"
"Perriman, Breshad","knee","Out","WR",7,"Breshad Perriman","no",NA
"Pitta, Dennis","hip","Day-to-Day","TE",7,"Dennis Pitta","no",NA
"Smith Sr., Steve","back","Day-to-Day","WR",7,"Steve Smith Sr.","no",NA
"Wallace, Mike","knee","Day-to-Day","WR",7,"Mike Wallace","yes","MIN"
"Waller, Darren","concussion","Probable","WR",7,"Darren Waller","no","BAL"
"Williams, Maxx","knee, ankle","Out","TE",7,"Maxx Williams","no","BAL"
"Brown, John","hamstring","Questionable","WR",7,"John Brown","yes","ARI"
"Ellington, Andre","knee","Day-to-Day","RB",7,"Andre Ellington","yes","ARI"
"Fells, Darren","shoulder","Out","TE",7,"Darren Fells","no","ARI"
"Fitzgerald, Larry","not injury related","Probable","WR",7,"Larry Fitzgerald","yes","ARI"
"Floyd, Michael","hand","Day-to-Day","WR",7,"Michael Floyd","yes","ARI"
"Golden, Brittan","groin","Probable","WR",7,"Brittan Golden","no",NA
"Momah, Ifeanyi","knee","Day-to-Day","TE",7,"Ifeanyi Momah","no",NA
"Ajayi, Jay","cracked rib","Day-to-Day","RB",8,"Jay Ajayi","no","MIA"
"Cameron, Jordan","groin","Day-to-Day","TE",8,"Jordan Cameron","yes","MIA"
"Moore, Matt","nose","Probable","QB",8,"Matt Moore","no","MIA"
"Bolden, Brandon","hamstring","Questionable","RB",8,"Brandon Bolden","no","NE"
"Lewis, Dion","abdomen","Questionable","RB",8,"Dion Lewis","yes","NE"
"Martin, Keshawn","hamstring","Questionable","WR",8,"Keshawn Martin","no","NE"
"Bell, Joique","ankle","Probable","RB",8,"Joique Bell","yes","DET"
"Ebron, Eric","knee","Day-to-Day","TE",8,"Eric Ebron","yes","DET"
"Johnson, Calvin","not injury related","Probable","WR",8,"Calvin Johnson","yes","DET"
"Pettigrew, Brandon","elbow","Probable","TE",8,"Brandon Pettigrew","no","DET"
"Stafford, Matthew","quadriceps","Probable","QB",8,"Matthew Stafford","yes","DET"
"Kelce, Travis","groin","Probable","TE",8,"Travis Kelce","yes","KC"
"Maclin, Jeremy","concussion","Probable","WR",8,"Jeremy Maclin","yes","KC"
"Smith, Alex","right thumb","Probable","QB",8,"Alex Smith","yes","KC"
"West, Charcandrick","pectoral","Probable","RB",8,"Charcandrick West","yes","KC"
"Evans, Mike","hamstring","Day-to-Day","WR",8,"Mike Evans","yes","TB"
"Jackson, Vincent","knee","Doubtful","WR",8,"Vincent Jackson","no","TB"
"Seferian-Jenkins, Austin","shoulder","Doubtful","TE",8,"Austin Seferian-Jenkins","no","TB"
"Shepard, Russell","hamstring","Probable","WR",8,"Russell Shepard","no","TB"
"Coleman, Tevin","hamstring","Day-to-Day","RB",8,"Tevin Coleman","yes","ATL"
"Freeman, Devonta","hamstring","Day-to-Day","RB",8,"Devonta Freeman","yes","ATL"
"Hester, Devin","toe","Injured Reserve (DFR)","WR",8,"Devin Hester","no",NA
"Tamme, Jacob","concussion","Day-to-Day","TE",8,"Jacob Tamme","yes","ATL"
"Williams, Nick","hamstring","Questionable","WR",8,"Nick Williams","no","ATL"
"Allen, Keenan","hip","Day-to-Day","WR",8,"Keenan Allen","yes","SD"
"Gates, Antonio","knee","Questionable","TE",8,"Antonio Gates","yes","SD"
"Gordon, Melvin","ankle","Probable","RB",8,"Melvin Gordon","yes","SD"
"Campanaro, Michael","back","Day-to-Day","WR",8,"Michael Campanaro","no","BAL"
"Gillmore, Crockett","calf","Day-to-Day","TE",8,"Crockett Gillmore","yes","BAL"
"Matthews, Chris","shoulder","Day-to-Day","WR",8,"Chris Matthews","no","SEA"
"Perriman, Breshad","knee","Out","WR",8,"Breshad Perriman","no",NA
"Pitta, Dennis","hip","Day-to-Day","TE",8,"Dennis Pitta","no",NA
"Smith Sr., Steve","knee","Probable","WR",8,"Steve Smith Sr.","no",NA
"Wallace, Mike","knee","Day-to-Day","WR",8,"Mike Wallace","no","MIN"
"Williams, Maxx","knee, ankle","Questionable","TE",8,"Maxx Williams","no","BAL"
"Ellison, Rhett","concussion","Out","TE",8,"Rhett Ellison","no","MIN"
"Johnson, Charles","ribs","Day-to-Day","WR",8,"Charles Johnson","yes","MIN"
"Line, Zach","neck","Probable","RB",8,"Zach Line","no","MIN"
"Peterson, Adrian","hip, finger, ankle","Probable","RB",8,"Adrian Peterson","yes","MIN"
"Thielen, Adam","ankle","Probable","WR",8,"Adam Thielen","no","MIN"
"Cutler, Jay","hamstring","Day-to-Day","QB",8,"Jay Cutler","yes","CHI"
"Housler, Rob","hamstring","Out","TE",8,"Rob Housler","no","CLE"
"Jeffery, Alshon","calf","Day-to-Day","WR",8,"Alshon Jeffery","yes","CHI"
"White, Kevin","leg stress fracture","Day-to-Day","WR",8,"Kevin White","no",NA
"Brown, John","hamstring","Questionable","WR",8,"John Brown","no","ARI"
"Ellington, Andre","knee","Day-to-Day","RB",8,"Andre Ellington","yes","ARI"
"Fells, Darren","shoulder","Out","TE",8,"Darren Fells","no","ARI"
"Floyd, Michael","hand","Day-to-Day","WR",8,"Michael Floyd","yes","ARI"
"Golden, Brittan","groin","Questionable","WR",8,"Brittan Golden","no",NA
"Momah, Ifeanyi","knee","Day-to-Day","TE",8,"Ifeanyi Momah","no",NA
"Crowell, Isaiah","ribs","Probable","RB",8,"Isaiah Crowell","yes","CLE"
"Griffin III, Robert","concussion","Day-to-Day","QB",8,"Robert Griffin III","no",NA
"Hawkins, Andrew","concussion","Out","WR",8,"Andrew Hawkins","no","CLE"
"Manziel, Johnny","right elbow","Probable","QB",8,"Johnny Manziel","yes","CLE"
"McCown, Josh","right shoulder, ribs","Questionable","QB",8,"Josh McCown","yes","CLE"
"Moore, Marlon","hamstring","Probable","WR",8,"Marlon Moore","no","CLE"
"Shaw, Connor","right thumb surgery","Day-to-Day","QB",8,"Connor Shaw","no",NA
"Cobb, David","calf","Injured Reserve (DFR)","RB",8,"David Cobb","no","TEN"
"Douglas, Harry","ribs","Out","WR",8,"Harry Douglas","no","TEN"
"Mariota, Marcus","knee","Out","QB",8,"Marcus Mariota","no","TEN"
"Murray, DeMarco","hamstring","Day-to-Day","RB",8,"DeMarco Murray","no","PHI"
"Walker, Delanie","hand","Day-to-Day","TE",8,"Delanie Walker","yes","TEN"
"Foster, Arian","torn right Achilles","Day-to-Day","RB",8,"Arian Foster","no","HOU"
"Griffin, Ryan","sprained MCL","Injured Reserve (DFR)","TE",8,"Ryan Griffin","no","HOU"
"Miller, Lamar","ankle","Day-to-Day","RB",8,"Lamar Miller","yes","MIA"
"Polk, Chris","knee","Probable","RB",8,"Chris Polk","yes","HOU"
"Prosch, Jay","knee","Probable","RB",8,"Jay Prosch","no","HOU"
"Shorts III, Cecil","hamstring","Out","WR",8,"Cecil Shorts III","no",NA
"Beckham Jr., Odell","hamstring","Day-to-Day","WR",8,"Odell Beckham Jr.","yes","NYG"
"Cruz, Victor","calf","Out","WR",8,"Victor Cruz","no",NA
"Brees, Drew","right shoulder","Day-to-Day","QB",8,"Drew Brees","yes","NO"
"Colston, Marques","not injury related","Probable","WR",8,"Marques Colston","yes","NO"
"Green, Ladarius","concussion","Day-to-Day","TE",8,"Ladarius Green","yes","SD"
"Miller, Heath","not injury related","Probable","TE",8,"Heath Miller","yes","PIT"
"Roethlisberger, Ben","knee","Probable","QB",8,"Ben Roethlisberger","yes","PIT"
"Spaeth, Matt","not injury related","Probable","TE",8,"Matt Spaeth","yes","PIT"
"Suisham, Shaun","torn left ACL","Day-to-Day","K",8,"Shaun Suisham","no",NA
"Vick, Mike","hamstring","Out","QB",8,"Mike Vick","no",NA
"Boldin, Anquan","hamstring","Questionable","WR",8,"Anquan Boldin","no","SF"
"Bush, Reggie","left knee","Day-to-Day","RB",8,"Reggie Bush","no","SF"
"Hyde, Carlos","foot","Out","RB",8,"Carlos Hyde","no","SF"
"Kaepernick, Colin","right hand","Probable","QB",8,"Colin Kaepernick","yes","SF"
"Gurley, Todd","knee","Day-to-Day","RB",8,"Todd Gurley","yes","STL"
"Kendricks, Lance","thumb","Probable","TE",8,"Lance Kendricks","yes","STL"
"Mason, Tre","ankle","Questionable","RB",8,"Tre Mason","yes","STL"
"Amaro, Jace","torn labrum","Day-to-Day","TE",8,"Jace Amaro","no",NA
"Decker, Eric","knee","Questionable","WR",8,"Eric Decker","yes","NYJ"
"Fitzpatrick, Ryan","left thumb","Day-to-Day","QB",8,"Ryan Fitzpatrick","yes","NYJ"
"Forte, Matt","right knee","Day-to-Day","RB",8,"Matt Forte","yes","CHI"
"Marshall, Brandon","toe, ankle","Day-to-Day","WR",8,"Brandon Marshall","yes","NYJ"
"Powell, Bilal","ankle","Out","RB",8,"Bilal Powell","no","NYJ"
"Smith, Devin","ankle","Out","WR",8,"Devin Smith","no","NYJ"
"Smith, Geno","broken jaw","Day-to-Day","QB",8,"Geno Smith","yes","NYJ"
"Coleman, Derrick","concussion","Probable","RB",8,"Derrick Coleman","no","SEA"
"Lynch, Marshawn","hamstring","Probable","RB",8,"Marshawn Lynch","yes","SEA"
"Rawls, Thomas","calf","Probable","RB",8,"Thomas Rawls","yes","SEA"
"Bryant, Dez","foot","Questionable","WR",8,"Dez Bryant","yes","DAL"
"Butler, Brice","hamstring","Probable","WR",8,"Brice Butler","no","DAL"
"Hanna, James","ankle","Probable","TE",8,"James Hanna","yes","DAL"
"Randle, Joseph","back","Out","RB",8,"Joseph Randle","no","DAL"
"Romo, Tony","fractured left clavicle","Day-to-Day","QB",8,"Tony Romo","no","DAL"
"Adams, Davante","ankle","Probable","WR",8,"Davante Adams","yes","GB"
"Lacy, Eddie","ankle","Day-to-Day","RB",8,"Eddie Lacy","yes","GB"
"Montgomery, Ty","ankle","Questionable","WR",8,"Ty Montgomery","no","GB"
"Nelson, Jordy","torn right ACL","Day-to-Day","WR",8,"Jordy Nelson","no",NA
"Quarless, Andrew","sprained MCL","Injured Reserve (DFR)","TE",8,"Andrew Quarless","no","GB"
"Starks, James","hip","Questionable","RB",8,"James Starks","yes","GB"
"Daniels, Owen","shoulder","Probable","TE",8,"Owen Daniels","yes","DEN"
"Hardin, Greg","illness","Probable","WR",8,"Greg Hardin","no",NA
"Norwood, Jordan","hamstring","Questionable","WR",8,"Jordan Norwood","no","DEN"
"Sanders, Emmanuel","shoulder","Probable","WR",8,"Emmanuel Sanders","yes","DEN"
"Thompson, Juwan","hamstring","Probable","RB",8,"Juwan Thompson","yes","DEN"
"Allen, Dwayne","ankle","Day-to-Day","TE",8,"Dwayne Allen","yes","IND"
"Dorsett, Phillip","ankle","Out","WR",8,"Phillip Dorsett","no","IND"
"Herron, Daniel","shoulder","Day-to-Day","RB",8,"Daniel Herron","no",NA
"Hilton, T.Y.","bruised knee","Day-to-Day","WR",8,"T.Y. Hilton","yes","IND"
"Luck, Andrew","shoulder","Day-to-Day","QB",8,"Andrew Luck","yes","IND"
"Benjamin, Kelvin","torn left ACL","Day-to-Day","WR",8,"Kelvin Benjamin","no",NA
"Cotchery, Jerricho","high ankle sprain","Day-to-Day","WR",8,"Jerricho Cotchery","yes","CAR"
"Stewart, Jonathan","leg","Day-to-Day","RB",8,"Jonathan Stewart","yes","CAR"
"Tolbert, Mike","not injury related","Probable","RB",8,"Mike Tolbert","yes","CAR"
"Griffin III, Robert","concussion","Day-to-Day","QB",9,"Robert Griffin III","no",NA
"Hartline, Brian","concussion","Out","WR",9,"Brian Hartline","no","CLE"
"Hawkins, Andrew","concussion","Out","WR",9,"Andrew Hawkins","no","CLE"
"Manziel, Johnny","right elbow","Probable","QB",9,"Johnny Manziel","yes","CLE"
"McCown, Josh","right shoulder, ribs","Out","QB",9,"Josh McCown","no","CLE"
"Shaw, Connor","right thumb surgery","Day-to-Day","QB",9,"Connor Shaw","no",NA
"Ajayi, Jay","cracked rib","Day-to-Day","RB",9,"Jay Ajayi","yes","MIA"
"Cameron, Jordan","hamstring","Questionable","TE",9,"Jordan Cameron","yes","MIA"
"Moore, Matt","nose","Probable","QB",9,"Matt Moore","no","MIA"
"Parker, DeVante","foot","Doubtful","WR",9,"DeVante Parker","no","MIA"
"Williams, Damien","thumb","Questionable","RB",9,"Damien Williams","no","MIA"
"Hankerson, Leonard","hamstring","Out","WR",9,"Leonard Hankerson","no","ATL"
"Harvin, Percy","knee","Out","WR",9,"Percy Harvin","no","BUF"
"McCoy, LeSean","hamstring","Day-to-Day","RB",9,"LeSean McCoy","yes","BUF"
"Taylor, Tyrod","knee","Probable","QB",9,"Tyrod Taylor","yes","BUF"
"Watkins, Sammy","ankle","Questionable","WR",9,"Sammy Watkins","yes","BUF"
"Williams, Karlos","concussion","Probable","RB",9,"Karlos Williams","yes","BUF"
"Adams, Davante","ankle","Day-to-Day","WR",9,"Davante Adams","yes","GB"
"Lacy, Eddie","ankle","Day-to-Day","RB",9,"Eddie Lacy","yes","GB"
"Montgomery, Ty","ankle","Questionable","WR",9,"Ty Montgomery","no","GB"
"Nelson, Jordy","torn right ACL","Day-to-Day","WR",9,"Jordy Nelson","no",NA
"Quarless, Andrew","sprained MCL","Injured Reserve (DFR)","TE",9,"Andrew Quarless","no","GB"
"Ripkowski, Aaron","illness","Probable","RB",9,"Aaron Ripkowski","yes","GB"
"Benjamin, Kelvin","torn left ACL","Day-to-Day","WR",9,"Kelvin Benjamin","no",NA
"Cotchery, Jerricho","high ankle sprain","Day-to-Day","WR",9,"Jerricho Cotchery","yes","CAR"
"Dickson, Ed","hamstring","Probable","TE",9,"Ed Dickson","yes","CAR"
"Stewart, Jonathan","leg","Day-to-Day","RB",9,"Jonathan Stewart","yes","CAR"
"Gurley, Todd","knee","Day-to-Day","RB",9,"Todd Gurley","yes","STL"
"Mason, Tre","ankle","Questionable","RB",9,"Tre Mason","yes","STL"
"Reynolds, Chase","thigh","Questionable","RB",9,"Chase Reynolds","no",NA
"Bridgewater, Teddy","concussion","Day-to-Day","QB",9,"Teddy Bridgewater","yes","MIN"
"Diggs, Stefon","hamstring","Probable","WR",9,"Stefon Diggs","yes","MIN"
"Ellison, Rhett","concussion","Probable","TE",9,"Rhett Ellison","yes","MIN"
"Johnson, Charles","ribs","Day-to-Day","WR",9,"Charles Johnson","yes","MIN"
"Davis, Vernon","knee","Day-to-Day","TE",9,"Vernon Davis","no","SF"
"Jackson, DeSean","hamstring","Questionable","WR",9,"DeSean Jackson","yes","WAS"
"Jones, Matt","sprained toe","Day-to-Day","RB",9,"Matt Jones","yes","WAS"
"Reed, Jordan","concussion","Day-to-Day","TE",9,"Jordan Reed","yes","WAS"
"Thompson, Chris","back","Probable","RB",9,"Chris Thompson","yes","WAS"
"Edelman, Julian","knee","Probable","WR",9,"Julian Edelman","yes","NE"
"Lewis, Dion","abdomen","Probable","RB",9,"Dion Lewis","yes","NE"
"Martin, Keshawn","hamstring","Questionable","WR",9,"Keshawn Martin","no","NE"
"Cassel, Matt","knee","Probable","QB",9,"Matt Cassel","yes","DAL"
"Cobb, David","calf","Injured Reserve (DFR)","RB",9,"David Cobb","no","TEN"
"Douglas, Harry","ribs","Probable","WR",9,"Harry Douglas","yes","TEN"
"Mariota, Marcus","knee","Probable","QB",9,"Marcus Mariota","yes","TEN"
"Murray, DeMarco","hamstring","Day-to-Day","RB",9,"DeMarco Murray","yes","PHI"
"Walker, Delanie","hand","Day-to-Day","TE",9,"Delanie Walker","yes","TEN"
"Wright, Kendall","knee","Out","WR",9,"Kendall Wright","no","TEN"
"Brees, Drew","right shoulder","Day-to-Day","QB",9,"Drew Brees","yes","NO"
"Colston, Marques","shoulder","Day-to-Day","WR",9,"Marques Colston","yes","NO"
"McCown, Luke","back","Out","QB",9,"Luke McCown","no","NO"
"Snead, Willie","knee","Probable","WR",9,"Willie Snead","yes","NO"
"Greene, Rashad","right thumb surgery","Injured Reserve (DFR)","WR",9,"Rashad Greene","no","JAX"
"Hurns, Allen","ankle, thigh","Questionable","WR",9,"Allen Hurns","yes","JAX"
"Ivory, Chris","hamstring","Probable","RB",9,"Chris Ivory","yes","NYJ"
"Lee, Marqise","hamstring","Doubtful","WR",9,"Marqise Lee","no","JAX"
"Robinson, Allen","leg","Day-to-Day","WR",9,"Allen Robinson","yes","JAX"
"Robinson, Denard","left knee","Day-to-Day","RB",9,"Denard Robinson","yes","JAX"
"Thomas, Julius","abdomen","Probable","TE",9,"Julius Thomas","yes","JAX"
"Yeldon, T.J.","groin","Day-to-Day","RB",9,"T.J. Yeldon","yes","JAX"
"Amaro, Jace","torn labrum","Day-to-Day","TE",9,"Jace Amaro","no",NA
"Davis, Kellen","hand","Probable","TE",9,"Kellen Davis","no","NYJ"
"Decker, Eric","knee","Probable","WR",9,"Eric Decker","yes","NYJ"
"Fitzpatrick, Ryan","left thumb","Probable","QB",9,"Ryan Fitzpatrick","yes","NYJ"
"Forte, Matt","right knee","Day-to-Day","RB",9,"Matt Forte","no","CHI"
"Marshall, Brandon","toe, ankle","Questionable","WR",9,"Brandon Marshall","yes","NYJ"
"Powell, Bilal","ankle","Doubtful","RB",9,"Bilal Powell","no","NYJ"
"Smith, Devin","foot","Probable","WR",9,"Devin Smith","no","NYJ"
"Smith, Geno","left shoulder","Probable","QB",9,"Geno Smith","no","NYJ"
"Bell, Le'Veon","right knee","Day-to-Day","RB",9,"Le'Veon Bell","no","PIT"
"Bryant, Martavis","illness","Probable","WR",9,"Martavis Bryant","yes","PIT"
"Green, Ladarius","concussion","Day-to-Day","TE",9,"Ladarius Green","no","SD"
"Miller, Heath","not injury related","Probable","TE",9,"Heath Miller","yes","PIT"
